Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
23333089,Pragmatic Unit Testing in Java 8 with JUnit,Dave         Thomas,"Thomas, Dave","Jeff Langr, Andy   Hunt","=""1941222595""","=""9781941222591""",0,3.66,Pragmatic Bookshelf,Paperback,236,2015,2003,,2020/09/29,to-read,to-read (#205),to-read,,,,0,0
36863626,"Unity 2018 Game Development in 24 Hours, Sams Teach Yourself",Mike Geig,"Geig, Mike",,"=""0134998138""","=""9780134998138""",0,4.03,Sams Publishing,Paperback,464,2018,2013,,2019/11/30,"to-read, gameprogramming","to-read (#25), gameprogramming (#1)",to-read,,,,0,1
214442,"The Thirteen Books of the Elements, Books 1 - 2",Euclid,"Euclid, Euclid",Thomas Little Heath,"=""0486600882""","=""9780486600888""",0,4.22,Dover Publications,Paperback,464,1956,1956,,2023/10/30,currently-reading,currently-reading (#1),currently-reading,,,,1,0
34203693,Practical Zen: Meditation and Beyond,Julian Daizan Skinner,"Skinner, Julian Daizan",,"=""1848193637""","=""9781848193635""",0,4.25,Singing Dragon,Paperback,256,2017,,,2023/10/30,to-read,to-read (#257),to-read,,,,0,0
15798826,"The Power of Ashtanga Yoga: Developing a Practice That Will Bring You Strength, Flexibility, and Inner Peace--Includes the complete Primary Series",Kino MacGregor,"MacGregor, Kino",,"=""1611800056""","=""9781611800050""",0,4.33,Shambhala,Paperback,240,2013,2013,,2023/10/30,to-read,to-read (#256),to-read,,,,0,0
7914991,GNU Emacs Manual Version 20.7,Richard M. Stallman,"Stallman, Richard M.",,"=""1882114078""","=""9781882114078""",0,3.92,Free Software Foundation,Paperback,564,2000,1993,2020/03/18,2020/08/07,,,read,,,,1,0
58275959,"Active Inference: The Free Energy Principle in Mind, Brain, and Behavior",Thomas Parr,"Parr, Thomas","Giovanni Pezzulo, Karl J. Friston","=""0262045354""","=""9780262045353""",0,4.25,The MIT Press,Hardcover,312,2022,,,2022/10/12,to-read,to-read (#255),to-read,,,,0,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,4.34,New York Review Books,Paperback,292,2006,1965,,2022/07/18,"to-read, personality","to-read (#254), personality (#34)",to-read,,,,0,0
38396692,Unity Game Development Cookbook: Essentials for Every Game,Paris Buttfield-Addison,"Buttfield-Addison, Paris","Jon Manning, Tim Nugent","=""1491999152""","=""9781491999158""",0,4.00,O'Reilly Media,Paperback,405,2019,,,2020/08/13,to-read,to-read (#177),to-read,,,,0,0
6324669,grep Pocket Reference,John Bambenek,"Bambenek, John",Agnieszka Klus,"=""0596153600""","=""9780596153601""",0,4.13,O'Reilly Media,Paperback,82,2009,2009,2021/06/16,2021/06/16,extremeagile,extremeagile (#102),read,,,,1,0
34747849,"Computer Networking: A Top-Down Approach, Global Edition",Keith Ross James Kurose,"Kurose, Keith Ross James",Keith W. Ross,"=""1292153598""","=""9781292153599""",0,4.06,Pearson-prentice Hall,Paperback,856,2016,2000,,2020/11/15,"programming, paused","programming (#180), paused (#24)",paused,,,,0,0
299533,Classic Shell Scripting: Hidden Commands that Unlock the Power of Unix,Arnold Robbins,"Robbins, Arnold",Nelson H.F. Beebe,"=""0596005954""","=""9780596005955""",0,4.05,O'Reilly Media,Paperback,558,2005,2005,,2021/05/18,programming,programming (#184),read,,,,2,0
548914,The Little Schemer,Daniel P. Friedman,"Friedman, Daniel P.","Matthias Felleisen, Gerald Jay Sussman, Duane Bibby","=""0262560992""","=""9780262560993""",0,4.29,MIT Press,Paperback,210,1995,1974,,2021/05/12,"to-read, programming, extremeagile","to-read (#253), programming (#183), extremeagile (#101)",to-read,,,,0,0
583628,Mastering Regular Expressions,Jeffrey E.F. Friedl,"Friedl, Jeffrey E.F.",,"=""0596528124""","=""9780596528126""",0,4.17,O'Reilly Media,Paperback,542,2006,1997,,2021/04/29,"to-read, programming","to-read (#252), programming (#182)",to-read,,,,0,0
104745,The Art of UNIX Programming,Eric S. Raymond,"Raymond, Eric S.",,"=""0131429019""","=""9780131429017""",4,4.18,Addison-Wesley,Paperback,560,2003,2003,2021/04/26,2021/04/20,programming,programming (#181),read,,,,1,0
53481980,Linux Command Line and Shell Scripting Bible,Richard Blum,"Blum, Richard",Christine Bresnahan,"=""1119700914""","=""9781119700913""",0,4.15,Wiley,Paperback,832,2021,2008,2021/03/20,2021/03/15,,,read,,,,1,0
42948435,Selbstheilung: Gesund aus eigener Kraft,Clemens Kuby,"Kuby, Clemens",Andreas Neumann,"=""3839880009""","=""9783839880005""",0,4.00,Argon Verlag GmbH,Audio CD,0,2012,2013,,2020/09/16,personality,personality (#27),read,,,,0,0
24701168,Living Clojure,Carin Meier,"Meier, Carin",,"=""1491909307""","=""""",0,3.94,O'Reilly,ebook,300,2015,2015,,2020/05/23,paused,paused (#23),paused,,,,1,0
16174518,How to Make a Complete Map of Every Thought You Think,Lion Kimbro,"Kimbro, Lion",,"=""""","=""""",0,3.67,internet,ebook,118,2003,2003,,2020/12/02,to-read,to-read (#251),to-read,,,,0,0
1174820,An Introduction to Programming in Emacs Lisp,Robert J. Chassell,"Chassell, Robert J.",,"=""1882114566""","=""9781882114566""",0,3.51,Free Software Foundation,Paperback,289,2004,1990,,2020/11/29,to-read,to-read (#250),to-read,,,,0,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.38,Scribner,Hardcover,368,2017,2017,,2020/11/22,to-read,to-read (#249),to-read,,,,0,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.20,Harper,Kindle Edition,450,2017,2015,,2020/11/22,to-read,to-read (#248),to-read,,,,0,0
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,"Allen, David",,"=""0142000280""","=""9780142000281""",0,4.01,Penguin Books,Paperback,267,2002,2001,,2020/11/15,"personality, to-read","personality (#33), to-read (#247)",to-read,,,,0,0
18881925,Version Control with Git: Powerful tools and techniques for collaborative software development,Jon Loeliger,"Loeliger, Jon",Matthew McCullough,"=""""","=""""",0,3.91,O'Reilly Media,Kindle Edition,745,2012,2009,,2020/10/15,paused,paused (#22),paused,,,,0,0
34507927,"How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"Ahrens, Sönke",,"=""""","=""""",0,4.12,,Kindle Edition,178,2017,2017,,2020/11/15,"to-read, personality","to-read (#246), personality (#32)",to-read,,,,0,0
2333956,The Annotated Turing: A Guided Tour Through Alan Turing's Historic Paper on Computability and the Turing Machine,Charles Petzold,"Petzold, Charles",,"=""0470229055""","=""9780470229057""",0,4.27,Wiley,Paperback,372,2008,2008,,2019/11/30,"programming, paused","programming (#71), paused (#21)",paused,,,,0,1
15812003,ClojureScript: Up and Running: Functional Programming for the Web,Stuart Sierra,"Sierra, Stuart",Luke VanderHart,"=""1449327435""","=""9781449327439""",0,3.26,O'Reilly Media,Paperback,113,2012,2012,,2020/11/05,"programming, to-read","programming (#179), to-read (#245)",to-read,,,,0,0
49422528,How to Read a Book: the classic guide to intelligent reading,Mortimer J. Adler,"Adler, Mortimer J.",Charles van Doren,"=""""","=""""",0,3.98,Touchstone,Kindle Edition,425,2014,1940,2020/10/01,2020/09/14,,,read,,,,1,0
8248700,The Agile Samurai: How Agile Masters Deliver Great Software,Jonathan Rasmusson,"Rasmusson, Jonathan",,"=""""","=""""",0,3.94,The Pragmatic Programmers,ebook,267,2010,2010,,2020/10/26,to-read,to-read (#244),to-read,,,,0,0
45029885,A Scrum Book: The Spirit of the Game,Jeff Sutherland,"Sutherland, Jeff","James O. Coplien, Lachlan Heasman, Mark den Hollander, Cesario Ramos, The Scrum Patterns Group","=""1680506714""","=""9781680506716""",0,4.42,Pragmatic Bookshelf,Paperback,540,2019,,,2020/10/26,to-read,to-read (#243),to-read,,,,0,0
23116862,"Mastering Clojure Macros: Write Cleaner, Faster, Smarter Code",Colin   Jones,"Jones, Colin",,"=""1941222226""","=""9781941222225""",0,3.88,Pragmatic Bookshelf,Paperback,122,2014,2014,,2020/10/26,to-read,to-read (#242),to-read,,,,0,0
44002485,Practical Security,Roman Zabicki,"Zabicki, Roman",,"=""168050634X""","=""9781680506341""",0,4.25,"The Pragmatic Programmers, LLC",Paperback,132,2019,,,2020/10/26,to-read,to-read (#241),to-read,,,,0,0
45865109,Programming Machine Learning,Paolo Perrotta,"Perrotta, Paolo",,"=""1680506609""","=""9781680506600""",0,4.42,The Pragmatic Bookshelf,ebook,300,2019,,,2020/10/26,to-read,to-read (#240),to-read,,,,0,0
43456881,Genetic Algorithms and Machine Learning for Programmers: Create AI Models and Evolve Solutions (Pragmatic Programmers),Frances Buontempo,"Buontempo, Frances",,"=""168050620X""","=""9781680506204""",0,3.25,Pragmatic Bookshelf,Paperback,236,2019,,,2020/10/26,to-read,to-read (#239),to-read,,,,0,0
17623618,Practical Programming: An Introduction to Computer Science Using Python 3 (Pragmatic Programmers),Paul Gries,"Gries, Paul","Jennifer        Campbell, Jason Montojo","=""1937785459""","=""9781937785451""",0,3.95,"Pragmatic Bookshelf, The",Paperback,388,2013,2013,,2020/10/26,to-read,to-read (#238),to-read,,,,0,0
520,Learn to Program (Pragmatic Programmers),Chris  Pine,"Pine, Chris",,"=""0976694042""","=""9780976694045""",0,4.14,Pragmatic Bookshelf,Paperback,176,2006,2006,,2020/10/26,to-read,to-read (#237),to-read,,,,0,0
32302568,tmux 2: Productive Mouse-Free Development,Brian P. Hogan,"Hogan, Brian P.",,"=""1680502212""","=""9781680502213""",0,3.89,Pragmatic Bookshelf,Paperback,104,2016,,,2020/10/26,to-read,to-read (#236),to-read,,,,0,0
17229509,The Healthy Programmer,Joe Kutner,"Kutner, Joe",,"=""1937785319""","=""9781937785314""",0,3.75,The Pragmatic Bookshelf,ebook,254,2013,2013,,2020/10/26,to-read,to-read (#235),to-read,,,,0,0
36517607,Modern Vim: Craft Your Development Environment with Vim 8 and Neovim,Drew Neil,"Neil, Drew",,"=""168050262X""","=""9781680502626""",0,3.72,Pragmatic Bookshelf,ebook,190,2018,2018,,2020/10/26,to-read,to-read (#234),to-read,,,,0,0
1069827,Release It!: Design and Deploy Production-Ready Software (Pragmatic Programmers),Michael T. Nygard,"Nygard, Michael T.",,"=""9787392136""","=""9789787392133""",0,4.26,"Pragmatic Bookshelf, The",Paperback,350,2017,2007,,2020/10/26,to-read,to-read (#233),to-read,,,,0,0
26088456,Beyond Legacy Code,David Scott Bernstein,"Bernstein, David Scott",,"=""1680500791""","=""9781680500790""",0,3.86,Pragmatic Bookshelf,Paperback,274,2015,2015,,2020/10/26,to-read,to-read (#232),to-read,,,,0,0
15743250,A Guide to Japanese Grammar,Tae  Kim,"Kim, Tae",,"=""1469968142""","=""9781469968148""",0,4.49,CreateSpace,Paperback,462,2012,2012,,2019/11/30,"learning, paused","learning (#8), paused (#20)",paused,,,,0,1
28268515,The Road Back to You: An Enneagram Journey to Self-Discovery,Ian Morgan Cron,"Cron, Ian Morgan",Suzanne Stabile,"=""0830846190""","=""9780830846191""",0,4.20,IVP,Hardcover,238,2016,2016,2020/10/26,2020/10/19,personality,personality (#31),read,,,,1,0
40645100,Regex Quick Syntax Reference: Understanding and Using Regular Expressions,Zsolt Nagy,"Nagy, Zsolt",,"=""1484238753""","=""9781484238752""",0,4.00,Apress,Paperback,164,2018,,,2020/10/24,"programming, to-read","programming (#178), to-read (#231)",to-read,,,,0,0
30979822,Virtual Reality Analytics: How VR and AR change Business Intelligence,Joerg Osarek,"Osarek, Joerg","Carsten Frisch, Krzysztof Izdebski, Petr Legkov, Maximilian Maschmann, Chuck Gordon, Alexander Scholz, Frank Sommerer, Kevin Williams","=""3944218086""","=""9783944218083""",0,3.00,Gordon's Arcade,Kindle Edition,112,2016,,,2020/10/23,"vr, to-read","vr (#15), to-read (#230)",to-read,,,,0,0
424085,Virtual Reality: The Revolutionary Technology of Computer-Generated Artificial Worlds - and How It Promises to Transform Society,Howard Rheingold,"Rheingold, Howard",,"=""0671778978""","=""9780671778972""",0,3.73,Simon & Schuster,Paperback,416,1992,1991,,2020/10/23,"vr, to-read","vr (#14), to-read (#229)",to-read,,,,0,0
23848323,Dawn of the New Everything: Encounters with Reality and Virtual Reality,Jaron Lanier,"Lanier, Jaron",,"=""1627794093""","=""9781627794091""",0,3.91,Henry Holt and Co.,Hardcover,368,2017,2017,,2020/10/23,"vr, to-read","vr (#13), to-read (#228)",to-read,,,,0,0
34566537,Storytelling for Virtual Reality: Methods and Principles for Crafting Immersive Narratives,John Bucher,"Bucher, John",,"=""1138629650""","=""9781138629653""",0,3.95,Routledge,Hardcover,334,2017,,,2020/10/23,"vr, to-read","vr (#12), to-read (#227)",to-read,,,,0,0
13735363,VIRTUAL REALITY: FUTURE OF HEALTH CARE,Lynne Edgar,"Edgar, Lynne",,"=""0595296440""","=""9780595296446""",0,0.0,"iUniverse, Inc.",Paperback,86,2003,2003,,2020/10/23,"to-read, vr","to-read (#226), vr (#11)",to-read,,,,0,0
18374124,Virtual Reality: Representations in Contemporary Media,Melanie Chan,"Chan, Melanie",,"=""1441175318""","=""9781441175311""",0,3.17,Bloomsbury Academic,Hardcover,212,2014,2014,,2020/10/23,"vr, to-read","vr (#10), to-read (#225)",to-read,,,,0,0
33308839,"Virtual Reality For Beginners: How to Understand, Use & Create with VR (Virtual Reality, Augmented Reality, Machine Learning)",Murray Ramirez,"Ramirez, Murray",,"=""""","=""""",0,3.71,,Kindle Edition,91,2016,,,2020/10/23,"vr, to-read","vr (#9), to-read (#224)",to-read,,,,0,0
25297072,Oculus Rift in Action,Bradley Austin Davis,"Davis, Bradley Austin","Karen Bryla, Phillips Alexander Benton","=""1617292192""","=""9781617292194""",0,3.43,Manning,Paperback,475,2015,2015,,2020/10/23,"vr, gameprogramming, to-read","vr (#8), gameprogramming (#19), to-read (#223)",to-read,,,,0,0
26762483,"Learning Virtual Reality: Developing Immersive Experiences and Applications for Desktop, Web, and Mobile",Tony Parisi,"Parisi, Tony",,"=""1491922834""","=""9781491922835""",0,3.13,O'Reilly Media,Paperback,169,2015,2015,,2020/10/23,"to-read, vr","to-read (#222), vr (#7)",to-read,,,,0,0
24004143,Virtual Reality Insider: Guidebook for the VR Industry,Sky Nite,"Nite, Sky",,"=""0990999904""","=""9780990999904""",0,3.64,"New Dimension Entertainment, Inc.",Kindle Edition,194,2014,2014,,2020/10/23,"vr, to-read","vr (#6), to-read (#221)",to-read,,,,0,0
27478982,The VR Book: Human-Centered Design for Virtual Reality (ACM Books),Jason Jerald,"Jerald, Jason",,"=""1970001143""","=""9781970001143""",0,4.22,Association for Computing Machinery and Morgan & Claypool Publishers,Kindle Edition,800,2016,,,2020/10/23,"vr, to-read","vr (#5), to-read (#220)",to-read,,,,0,0
1879758,The Metaphysics of Virtual Reality,Michael Heim,"Heim, Michael",,"=""0195092589""","=""9780195092585""",0,3.61,Oxford University Press,Paperback,208,1994,1993,,2020/10/23,"to-read, vr","to-read (#218), vr (#4)",to-read,,,,0,0
33013351,The Fourth Transformation: How Augmented Reality and Artificial Intelligence Change Everything,Robert Scoble,"Scoble, Robert",Shel  Israel,"=""""","=""""",0,3.75,Patrick Brewster Press,Kindle Edition,163,2016,2016,,2020/10/23,"to-read, vr","to-read (#219), vr (#3)",to-read,,,,0,0
53001511,Algebra-Driven Design,Sandy Maguire,"Maguire, Sandy",,"=""""","=""""",0,4.29,,ebook,340,,,,2020/10/21,to-read,to-read (#217),to-read,,,,0,0
384069,"Double-Speak: From Revenue Enhancement to Terminal Living--How Government, Business, Advertisers and Others Use Language to Deceive You",William D. Lutz,"Lutz, William D.",,"=""0000038504""","=""9780000038500""",0,3.75,Harper & Row,Hardcover,290,1990,1990,,2020/10/20,"to-read, personality","to-read (#216), personality (#30)",to-read,,,,0,0
1209139,The Playful Way To Knowing Yourself: A Creative Workbook to Inspire Self-Discovery,Roberta Allen,"Allen, Roberta",,"=""061826924X""","=""9780618269242""",0,4.00,HarperOne,Paperback,224,2003,2003,,2020/10/19,to-read,to-read (#215),to-read,,,,0,0
2123167,The Journey Called YOU: A roadmap to self-discovery and acceptance,Julie Donley,"Donley, Julie",,"=""0976560534""","=""9780976560531""",0,4.50,Nurturing Your Success Publications,Paperback,188,2005,2005,,2020/10/19,to-read,to-read (#214),to-read,,,,0,0
2079578,"The Lambda Calculus, Its Syntax and Semantics (Studies in Logic and the Foundations of Mathematics, Volume 103). Revised Edition",Henk Barendregt,"Barendregt, Henk",,"=""0444875085""","=""9780444875082""",0,4.12,North Holland,Paperback,621,1985,1984,,2020/10/19,to-read,to-read (#213),to-read,,,,0,0
34814717,Stoicism: Introduction to The Stoic Way of Life (Stoicism Series Book 1),Ryan James,"James, Ryan",,"=""""","=""""",0,3.48,,Kindle Edition,83,2017,,,2020/10/17,to-read,to-read (#212),to-read,,,,0,0
28181047,Becoming Sherlock: The Power of Observation and Deduction,Stefan Cain,"Cain, Stefan",,"=""""","=""""",0,3.41,,Kindle Edition,99,2015,,,2020/10/17,to-read,to-read (#211),to-read,,,,0,0
36182726,Speed Reading: How to Read a Book a Day - Simple Tricks to Explode Your Reading Speed and Comprehension (Accelerated Learning Series 2),Ryan James,"James, Ryan",,"=""""","=""""",0,3.47,,Kindle Edition,97,2017,2017,,2020/09/14,,,read,,,,2,0
8129142,The Joy of Clojure,Michael Fogus,"Fogus, Michael",Chris Houser,"=""1935182641""","=""9781935182641""",0,4.18,Manning Publishing,Paperback,328,2011,2010,2020/10/16,2020/05/22,programming,programming (#173),read,,,,1,0
7090,The Soul of a New Machine,Tracy Kidder,"Kidder, Tracy",,"=""0316491977""","=""9780316491976""",0,4.12,Back Bay Books,Paperback,293,2000,1981,,2020/10/17,to-read,to-read (#210),to-read,,,,0,0
9586547,Pragmatic Guide to Git (Pragmatic Programmers),Travis Swicegood,"Swicegood, Travis",,"=""1934356727""","=""9781934356722""",0,3.74,Pragmatic Bookshelf,Paperback,162,2010,2010,,2020/10/17,to-read,to-read (#209),to-read,,,,0,0
134825,The Cathedral & the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary,Eric S. Raymond,"Raymond, Eric S.",,"=""0596001088""","=""9780596001087""",0,3.83,O'Reilly Media,Paperback,241,2001,1999,,2020/10/05,to-read,to-read (#208),to-read,,,,0,0
567610,How to Read a Book: The Classic Guide to Intelligent Reading,Mortimer J. Adler,"Adler, Mortimer J.",Charles van Doren,"=""""","=""""",0,3.98,"Simon & Schuster, Inc",Paperback,426,1972,1940,,2020/09/14,,,read,,,,1,0
664451,Great Books of the Western World,Mortimer J. Adler,"Adler, Mortimer J.",,"=""0852295316""","=""9780852295311""",0,4.52,Encyclopedia Britannica Inc,Hardcover,37000,1990,1952,,2020/10/01,to-read,to-read (#207),to-read,,,,0,0
53061,Death in Venice,Thomas Mann,"Mann, Thomas","Michael Henry Heim, Michael Cunningham","=""0060576170""","=""9780060576172""",0,3.74,Ecco,Paperback,142,2005,1911,,2020/10/01,,,read,,,,1,0
8082269,Domain-Specific Languages (Addison-Wesley Signature Series (Fowler)),Martin Fowler,"Fowler, Martin",,"=""0321712943""","=""9780321712943""",0,3.88,Addison-Wesley Professional,Hardcover,640,2011,2010,,2020/09/29,to-read,to-read (#206),to-read,,,,0,0
4102,Practices of an Agile Developer (Pragmatic Bookshelf),Venkat Subramaniam,"Subramaniam, Venkat",Andy   Hunt,"=""097451408X""","=""9780974514086""",0,3.87,"Pragmatic Programmers, LLC, The",Paperback,204,2017,2006,,2020/09/29,to-read,to-read (#204),to-read,,,,0,0
55460080,"The history of Fortran I, II, and III",John Warner Backus,"Backus, John Warner",,"=""""","=""""",0,0.0," IEEE Annals of the History of Computing ( Volume: 20 , Issue: 4)",PDF,,1998,,,2020/09/26,"to-read, programming","to-read (#203), programming (#177)",to-read,,,,0,0
51051988,The Clojure Workshop: Use functional programming to build data-centric applications with Clojure and ClojureScript,Joseph Fahey,"Fahey, Joseph","Thomas Haratyk, Scott McCaughie, Yehonathan Sharvit, Konrad Szydlo","=""1838825118""","=""9781838825119""",0,5.00,Packt Publishing,Kindle Edition,1042,2020,,,2020/09/26,to-read,to-read (#202),to-read,,,,0,0
8129163,Clojure In Action,Amit Rathore,"Rathore, Amit",,"=""""","=""""",0,3.78,,,336,,2011,,2020/09/26,to-read,to-read (#201),to-read,,,,0,0
78387,Linux From Scratch,Gerard Beekmans,"Beekmans, Gerard",,"=""0595137652""","=""9780595137657""",0,4.03,Iuniverse Inc,Paperback,112,2000,2000,,2020/09/25,to-read,to-read (#200),to-read,,,,0,0
1330086,Aus dem Leben eines Taugenichts,Joseph von Eichendorff,"Eichendorff, Joseph von",Konrad Nussbächer,"=""""","=""""",0,3.31,Philipp Reclam jun.,Paperback,112,1986,1826,,2020/09/21,"entertainment, school","entertainment (#97), school (#9)",read,,,,0,0
14706,"Faust, First Part",Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",Peter Salm,"=""0553213482""","=""9780553213485""",0,3.87,Bantam Classics,Paperback,327,1988,1808,,2020/09/21,"entertainment, school","entertainment (#96), school (#8)",read,,,,0,0
442296,Effi Briest,Theodor Fontane,"Fontane, Theodor",Douglas Parmée,"=""0140441905""","=""9780140441901""",0,3.26,Penguin Books Ltd,Mass Market Paperback,272,1976,1894,,2020/09/21,"entertainment, school, to-read","entertainment (#95), school (#7), to-read (#199)",to-read,,,,0,0
942337,Wilhelm Tell,Friedrich Schiller,"Schiller, Friedrich",,"=""""","=""""",0,3.20,Reclam Philipp Jun.,Paperback,144,2000,1804,,2020/09/21,"entertainment, school","entertainment (#94), school (#6)",read,,,,0,0
1150799,Iphigenie auf Tauris,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",George J. Adler,"=""3150000831""","=""9783150000830""",0,3.17,Reclam,Paperback,79,1986,1786,,2020/09/21,"entertainment, school","entertainment (#93), school (#5)",read,,,,0,0
680596,Der Sandmann,E.T.A. Hoffmann,"Hoffmann, E.T.A.",,"=""3458326340""","=""9783458326342""",0,3.57,Insel Verlag,Paperback,83,1986,1816,,2020/09/21,"school, entertainment","school (#4), entertainment (#92)",read,,,,0,0
1509544,Bahnwärter Thiel,Gerhart Hauptmann,"Hauptmann, Gerhart",,"=""""","=""9783150066171""",0,3.31,Reclam,Mass Market Paperback,55,2003,1888,,2020/09/21,"school, entertainment","school (#3), entertainment (#91)",read,,,,0,0
571938,Woyzeck,Georg Büchner,"Büchner, Georg",,"=""3150180074""","=""9783150180075""",0,2.97,Reclam,Paperback,210,1998,1836,,2020/09/21,"school, entertainment","school (#2), entertainment (#90)",read,,,,0,0
1097229,Nathan der Weise,Gotthold Ephraim Lessing,"Lessing, Gotthold Ephraim",Peter von Düffel,"=""""","=""""",0,3.32,Stuttgart: Philipp Reclam jun. Verlag GmbH,Paperback,160,1993,1779,,2020/09/21,"school, entertainment","school (#1), entertainment (#89)",read,,,,0,0
6392654,"Die Känguru-Chroniken (Die Känguru-Chroniken, #1)",Marc-Uwe Kling,"Kling, Marc-Uwe",,"=""""","=""9783548372570""",0,4.31,Ullstein,Paperback,271,2009,2009,,2020/09/21,"to-read, entertainment","to-read (#198), entertainment (#88)",to-read,,,,0,0
452220,Die Physiker,Friedrich Dürrenmatt,"Dürrenmatt, Friedrich",,"=""""","=""""",0,3.90,Diogenes,Paperback,95,2001,1962,,2020/09/21,entertainment,entertainment (#87),read,,,,0,0
6890542,Eine wie Alaska,John Green,"Green, John",Sophie Zeitz,"=""3423624035""","=""9783423624039""",0,3.96,dtv,Paperback,304,2011,2005,,2020/09/21,entertainment,entertainment (#86),read,,,,0,0
1527165,"Hotzenplotz 3 (Hotzenplotz, #3)",Otfried Preußler,"Preußler, Otfried",,"=""3522119800""","=""9783522119801""",0,4.16,Thienemann Verlag,Hardcover,128,1973,1973,,2020/09/21,"child, entertainment","child (#37), entertainment (#85)",read,,,,0,0
1148053,"Neues vom Räuber Hotzenplotz (Hotzenplotz, #2)",Otfried Preußler,"Preußler, Otfried",,"=""3522115201""","=""9783522115209""",0,4.17,Thienemann,Hardcover,124,2005,1969,,2020/09/21,"child, entertainment","child (#36), entertainment (#84)",read,,,,1,0
1246526,"Der Räuber Hotzenplotz (Hotzenplotz, #1)",Otfried Preußler,"Preußler, Otfried",,"=""3522105907""","=""9783522105903""",0,4.21,Thienemann,Hardcover,128,1970,1962,,2020/09/21,"child, entertainment","child (#35), entertainment (#83)",read,,,,0,0
1534314,Jim Knopf und Lukas der Lokomotivführer,Michael Ende,"Ende, Michael",,"=""3522176502""","=""9783522176507""",0,4.26,Thienemann,Hardcover,256,2004,1960,,2020/09/21,"entertainment, child","entertainment (#80), child (#34)",read,,,,0,0
468837,Jim Knopf und die Wilde 13,Michael Ende,"Ende, Michael",,"=""3522149904""","=""9783522149907""",0,4.32,Thienemann Verlag,Hardcover,276,1990,1962,,2020/09/21,"entertainment, child","entertainment (#82), child (#33)",read,,,,1,0
292186,Der kleine Wassermann,Otfried Preußler,"Preußler, Otfried",Winnie Gayler,"=""3522106202""","=""9783522106207""",0,4.06,Schoenhofsforeign Books Inc,Hardcover,125,1956,1956,,2020/09/21,"child, entertainment","child (#32), entertainment (#81)",read,,,,0,0
1148052,Die kleine Hexe,Otfried Preußler,"Preußler, Otfried",Winnie Gebhardt-Gayler,"=""""","=""""",0,4.20,Thienemann,Hardcover,127,1957,1957,,2020/09/21,entertainment,entertainment (#79),read,,,,0,0
68811,Momo,Michael Ende,"Ende, Michael",,"=""""","=""""",0,4.33,Thienemann,Paperback,304,1998,1973,,2020/09/21,entertainment,entertainment (#78),read,,,,1,0
1674259,"Urmel im Vulkan (Urmel, #6)",Max Kruse,"Kruse, Max",,"=""3522169085""","=""""",0,3.40,Thienemann,Hardcover,158,1995,1973,,2020/09/21,"child, entertainment","child (#16), entertainment (#45)",read,,,,1,0
1674293,"Der Löwe ist los (Der Löwe ist los, #1)",Max Kruse,"Kruse, Max",Horst Lemke,"=""3522168852""","=""""",0,4.11,Thienemann,Hardcover,159,1995,1952,,2020/09/21,"child, entertainment","child (#17), entertainment (#46)",read,,,,1,0
1674349,"Gut gebrüllt, Löwe (Der Löwe ist los, #3)",Max Kruse,"Kruse, Max",,"=""352216914X""","=""""",0,4.22,Thienemann,,158,1996,1967,,2020/09/21,"child, entertainment","child (#19), entertainment (#48)",read,,,,1,0
1674379,"Kommt ein Löwe geflogen (Der Löwe ist los, #2)",Max Kruse,"Kruse, Max",Horst Lemke,"=""3522168844""","=""""",0,4.28,Thienemann,Hardcover,159,1995,1966,,2020/09/21,"child, entertainment","child (#18), entertainment (#47)",read,,,,1,0
1379985,"Urmel aus dem Eis (Urmel, #1)",Max Kruse,"Kruse, Max",Erich. Hölle,"=""3522169026""","=""9783522169028""",0,4.21,Thienemann,Hardcover,158,1995,1969,,2020/09/21,"child, entertainment","child (#11), entertainment (#40)",read,,,,1,0
1379986,"Urmel fliegt ins All (Urmel, #2)",Max Kruse,"Kruse, Max",,"=""3522169034""","=""9783522169035""",0,3.85,Thienemann,Hardcover,158,1995,1970,,2020/09/21,"child, entertainment","child (#12), entertainment (#41)",read,,,,1,0
1674251,"Urmel spielt im Schloss (Urmel, #4)",Max Kruse,"Kruse, Max",,"=""3522169069""","=""9783522169066""",0,3.84,Thienemann,Hardcover,158,1995,1970,,2020/09/21,"child, entertainment","child (#14), entertainment (#43)",read,,,,1,0
